epoch,loss,return_mean,return_std,latency_mean_ms,returns,time_s
0,0.36066100001335144,9.4,0.66332495807108,8.919202127625349,"[9.0, 8.0, 10.0, 10.0, 10.0, 9.0, 10.0, 9.0, 10.0, 9.0]",55.22439002990723
1,0.3119643032550812,9.6,0.6633249580710799,15.138903125015682,"[10.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0]",112.0487208366394
2,0.2856353521347046,9.3,0.6403124237432849,21.194646236620827,"[10.0, 9.0, 9.0, 10.0, 9.0, 10.0, 10.0, 9.0, 9.0, 8.0]",177.43595218658447
3,0.2659987211227417,9.6,0.9165151389911681,10.893110416683763,"[10.0, 8.0, 10.0, 10.0, 9.0, 8.0, 10.0, 10.0, 10.0, 11.0]",262.5752799510956
4,0.2632187008857727,9.1,0.7,8.413849450524859,"[9.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 8.0, 8.0]",334.7854619026184
5,0.2602998614311218,9.3,0.7810249675906655,8.929609677247216,"[10.0, 10.0, 9.0, 10.0, 8.0, 9.0, 10.0, 9.0, 10.0, 8.0]",391.80752515792847
6,0.2601117789745331,9.4,0.9165151389911681,9.105444680767022,"[9.0, 10.0, 11.0, 9.0, 11.0, 9.0, 9.0, 9.0, 8.0, 9.0]",450.3257772922516
7,0.25908446311950684,9.9,0.5385164807134504,18.818701010152864,"[9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 11.0, 10.0]",540.900684595108
8,0.25966423749923706,9.4,0.66332495807108,18.958594680875553,"[10.0, 8.0, 10.0, 10.0, 9.0, 10.0, 9.0, 10.0, 9.0, 9.0]",628.2535443305969
9,0.25914499163627625,9.6,0.66332495807108,12.152714583313204,"[10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 9.0, 10.0, 10.0, 8.0]",724.8740515708923
10,0.25771135091781616,9.5,0.806225774829855,24.318094736870414,"[10.0, 9.0, 9.0, 10.0, 11.0, 10.0, 9.0, 10.0, 9.0, 8.0]",819.9333109855652
11,0.25601106882095337,9.3,0.45825756949558394,13.37929247306273,"[10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 9.0, 10.0, 9.0]",908.815131187439
