epoch,loss,return_mean,return_std,latency_mean_ms,returns,time_s
32,0.25276660919189453,20.9,1.6401219466856725,7.570611483282864,"[21.0, 21.0, 19.0, 20.0, 24.0, 23.0, 22.0, 21.0, 19.0, 19.0]",1974.006801366806
33,0.2517501711845398,18.8,1.5362291495737217,14.027918617025438,"[17.0, 19.0, 18.0, 21.0, 19.0, 22.0, 19.0, 17.0, 18.0, 18.0]",2040.4591734409332
34,0.2521180510520935,19.2,1.8867962264113207,9.064661458362858,"[16.0, 20.0, 22.0, 19.0, 17.0, 20.0, 18.0, 22.0, 20.0, 18.0]",2112.387041091919
35,0.2527199685573578,19.6,1.4966629547095767,10.046090306025931,"[19.0, 21.0, 20.0, 18.0, 19.0, 19.0, 22.0, 18.0, 22.0, 18.0]",2180.8331508636475
36,0.2525573670864105,20.3,2.5317977802344322,9.590186699470758,"[17.0, 24.0, 23.0, 21.0, 24.0, 18.0, 17.0, 20.0, 19.0, 20.0]",2244.2291464805603
37,0.25253817439079285,15.6,1.8,9.823031410225015,"[13.0, 15.0, 16.0, 18.0, 15.0, 18.0, 17.0, 17.0, 13.0, 14.0]",2322.7438502311707
38,0.253306120634079,15.6,2.0099751242241783,7.760157051203957,"[15.0, 17.0, 17.0, 12.0, 12.0, 18.0, 15.0, 17.0, 17.0, 16.0]",2392.7337715625763
39,0.2509465217590332,18.0,1.6733200530681511,7.364535555542615,"[17.0, 17.0, 20.0, 18.0, 16.0, 15.0, 18.0, 19.0, 20.0, 20.0]",2446.5772664546967
40,0.2515873312950134,19.9,2.3853720883753127,8.770895477425425,"[17.0, 18.0, 24.0, 17.0, 19.0, 21.0, 20.0, 19.0, 20.0, 24.0]",2494.8441977500916
41,0.2513529658317566,21.1,1.3747727084867523,7.9887767772677725,"[22.0, 19.0, 19.0, 22.0, 23.0, 21.0, 21.0, 23.0, 21.0, 20.0]",2544.6182157993317
42,0.2519451677799225,23.0,1.1832159566199232,7.975198260978884,"[21.0, 25.0, 23.0, 24.0, 24.0, 23.0, 22.0, 24.0, 22.0, 22.0]",2591.842912912369
43,0.2539829909801483,20.7,2.5317977802344327,7.631294686034556,"[18.0, 22.0, 23.0, 20.0, 23.0, 20.0, 24.0, 23.0, 17.0, 17.0]",2636.4184098243713
44,0.25149017572402954,19.7,2.2825424421026654,7.933670558421849,"[19.0, 22.0, 16.0, 18.0, 17.0, 19.0, 22.0, 22.0, 23.0, 19.0]",2684.5564160346985
45,0.2504633665084839,18.6,1.9078784028338913,7.520262365570459,"[21.0, 17.0, 20.0, 20.0, 17.0, 18.0, 16.0, 17.0, 22.0, 18.0]",2731.449868917465
46,0.2511383295059204,21.0,2.7202941017470885,7.695710476175355,"[18.0, 23.0, 24.0, 19.0, 17.0, 20.0, 23.0, 24.0, 24.0, 18.0]",2777.387184858322
47,0.25329339504241943,19.8,1.469693845669907,7.568626262655751,"[18.0, 21.0, 19.0, 20.0, 21.0, 17.0, 19.0, 21.0, 22.0, 20.0]",2823.4236142635345
48,0.2511786222457886,19.6,1.2,8.18565969388963,"[19.0, 19.0, 21.0, 19.0, 19.0, 19.0, 22.0, 19.0, 18.0, 21.0]",2873.4150314331055
49,0.25135207176208496,20.0,1.6733200530681511,7.674986499996521,"[23.0, 22.0, 20.0, 20.0, 21.0, 18.0, 19.0, 20.0, 17.0, 20.0]",2927.990106344223
