model,environment,epoch,eval_return
CQL,acrobot,990,-500.0
CQL,acrobot,1000,-500.0
CQL,cartpole,10,9.1
CQL,cartpole,20,9.4
CQL,cartpole,30,9.8
CQL,cartpole,40,9.1
CQL,cartpole,50,9.5
CQL,cartpole,60,9.4
CQL,cartpole,70,9.0
CQL,cartpole,80,9.2
CQL,cartpole,90,9.2
CQL,cartpole,100,9.8
CQL,cartpole,110,9.5
CQL,cartpole,120,9.1
CQL,cartpole,130,9.1
CQL,cartpole,140,9.3
CQL,cartpole,150,9.6
CQL,cartpole,160,9.5
CQL,cartpole,170,9.3
CQL,cartpole,180,9.3
CQL,cartpole,190,9.8
CQL,cartpole,200,9.1
CQL,cartpole,210,9.6
CQL,cartpole,220,9.2
CQL,cartpole,230,9.2
CQL,cartpole,240,9.5
CQL,cartpole,250,9.4
CQL,cartpole,260,9.4
CQL,cartpole,270,9.2
CQL,cartpole,280,8.9
CQL,cartpole,290,9.3
CQL,cartpole,300,9.0
CQL,cartpole,310,9.1
CQL,cartpole,320,9.5
CQL,cartpole,330,9.3
CQL,cartpole,340,9.2
CQL,cartpole,350,9.1
CQL,cartpole,360,9.5
CQL,cartpole,370,9.4
CQL,cartpole,380,9.2
CQL,cartpole,390,9.5
CQL,cartpole,400,9.4
CQL,cartpole,410,9.2
CQL,cartpole,420,9.5
CQL,cartpole,430,8.8
CQL,cartpole,440,9.7
CQL,cartpole,450,9.1
CQL,cartpole,460,9.2
CQL,cartpole,470,9.2
CQL,cartpole,480,9.7
CQL,cartpole,490,9.5
CQL,cartpole,500,8.9
CQL,cartpole,510,9.5
CQL,cartpole,520,9.4
CQL,cartpole,530,9.3
CQL,cartpole,540,9.7
CQL,cartpole,550,9.8
CQL,cartpole,560,9.6
CQL,cartpole,570,9.8
CQL,cartpole,580,9.4
CQL,cartpole,590,9.6
CQL,cartpole,600,9.3
CQL,cartpole,610,9.6
CQL,cartpole,620,9.2
CQL,cartpole,630,9.6
CQL,cartpole,640,9.5
CQL,cartpole,650,9.4
CQL,cartpole,660,9.7
CQL,cartpole,670,9.1
CQL,cartpole,680,9.1
CQL,cartpole,690,9.4
CQL,cartpole,700,8.9
CQL,cartpole,710,9.4
CQL,cartpole,720,9.3
CQL,cartpole,730,9.4
CQL,cartpole,740,9.7
CQL,cartpole,750,9.5
CQL,cartpole,760,9.0
CQL,cartpole,770,9.9
CQL,cartpole,780,9.4
CQL,cartpole,790,9.5
CQL,cartpole,800,9.6
CQL,cartpole,810,9.7
CQL,cartpole,820,9.5
CQL,cartpole,830,9.1
CQL,cartpole,840,9.3
CQL,cartpole,850,9.5
CQL,cartpole,860,9.3
CQL,cartpole,870,9.1
CQL,cartpole,880,9.2
CQL,cartpole,890,9.5
CQL,cartpole,900,9.3
CQL,cartpole,910,9.2
CQL,cartpole,920,9.6
CQL,cartpole,930,9.6
CQL,cartpole,940,9.1
CQL,cartpole,950,9.5
CQL,cartpole,960,9.7
CQL,cartpole,970,9.3
CQL,cartpole,980,9.3
CQL,cartpole,990,9.9
CQL,cartpole,1000,9.2
CQL,mountaincar,10,-200.0
CQL,mountaincar,20,-200.0
CQL,mountaincar,30,-200.0
CQL,mountaincar,40,-200.0
CQL,mountaincar,50,-200.0
CQL,mountaincar,60,-200.0
CQL,mountaincar,70,-200.0
CQL,mountaincar,80,-200.0
CQL,mountaincar,90,-200.0
CQL,mountaincar,100,-200.0
CQL,mountaincar,110,-200.0
CQL,mountaincar,120,-200.0
CQL,mountaincar,130,-200.0
CQL,mountaincar,140,-200.0
CQL,mountaincar,150,-200.0
CQL,mountaincar,160,-200.0
CQL,mountaincar,170,-200.0
CQL,mountaincar,180,-200.0
CQL,mountaincar,190,-200.0
CQL,mountaincar,200,-200.0
CQL,mountaincar,210,-200.0
CQL,mountaincar,220,-200.0
CQL,mountaincar,230,-200.0
CQL,mountaincar,240,-200.0
CQL,mountaincar,250,-200.0
CQL,mountaincar,260,-200.0
CQL,mountaincar,270,-200.0
CQL,mountaincar,280,-200.0
CQL,mountaincar,290,-200.0
CQL,mountaincar,300,-200.0
CQL,mountaincar,310,-200.0
CQL,mountaincar,320,-200.0
CQL,mountaincar,330,-200.0
CQL,mountaincar,340,-200.0
CQL,mountaincar,350,-200.0
CQL,mountaincar,360,-200.0
CQL,mountaincar,370,-200.0
CQL,mountaincar,380,-200.0
CQL,mountaincar,390,-200.0
CQL,mountaincar,400,-200.0
CQL,mountaincar,410,-200.0
CQL,mountaincar,420,-200.0
CQL,mountaincar,430,-200.0
CQL,mountaincar,440,-200.0
CQL,mountaincar,450,-200.0
CQL,mountaincar,460,-200.0
CQL,mountaincar,470,-200.0
CQL,mountaincar,480,-200.0
CQL,mountaincar,490,-200.0
CQL,mountaincar,500,-200.0
CQL,mountaincar,510,-200.0
CQL,mountaincar,520,-200.0
CQL,mountaincar,530,-200.0
CQL,mountaincar,540,-200.0
CQL,mountaincar,550,-200.0
CQL,mountaincar,560,-200.0
CQL,mountaincar,570,-200.0
CQL,mountaincar,580,-200.0
CQL,mountaincar,590,-200.0
CQL,mountaincar,600,-200.0
CQL,mountaincar,610,-200.0
CQL,mountaincar,620,-200.0
CQL,mountaincar,630,-200.0
CQL,mountaincar,640,-200.0
CQL,mountaincar,650,-200.0
CQL,mountaincar,660,-200.0
CQL,mountaincar,670,-200.0
CQL,mountaincar,680,-200.0
CQL,mountaincar,690,-200.0
CQL,mountaincar,700,-200.0
CQL,mountaincar,710,-200.0
CQL,mountaincar,720,-200.0
CQL,mountaincar,730,-200.0
CQL,mountaincar,740,-200.0
CQL,mountaincar,750,-200.0
CQL,mountaincar,760,-200.0
CQL,mountaincar,770,-200.0
CQL,mountaincar,780,-200.0
CQL,mountaincar,790,-200.0
CQL,mountaincar,800,-200.0
CQL,mountaincar,810,-200.0
CQL,mountaincar,820,-200.0
CQL,mountaincar,830,-200.0
CQL,mountaincar,840,-200.0
CQL,mountaincar,850,-200.0
CQL,mountaincar,860,-200.0
CQL,mountaincar,870,-200.0
CQL,mountaincar,880,-200.0
CQL,mountaincar,890,-200.0
CQL,mountaincar,900,-200.0
CQL,mountaincar,910,-200.0
CQL,mountaincar,920,-200.0
CQL,mountaincar,930,-200.0
CQL,mountaincar,940,-200.0
CQL,mountaincar,950,-200.0
CQL,mountaincar,960,-200.0
CQL,mountaincar,970,-200.0
CQL,mountaincar,980,-200.0
CQL,mountaincar,990,-200.0
CQL,mountaincar,1000,-200.0
CQL,pendulum,10,-1248.34
CQL,pendulum,20,-1264.87
CQL,pendulum,30,-1219.52
CQL,pendulum,40,-1153.14
CQL,pendulum,50,-1001.8
CQL,pendulum,60,-1049.07
CQL,pendulum,70,-899.56
CQL,pendulum,80,-961.18
CQL,pendulum,90,-1159.92
CQL,pendulum,100,-1148.61
CQL,pendulum,110,-1189.55
CQL,pendulum,120,-1073.32
CQL,pendulum,130,-959.91
CQL,pendulum,140,-964.59
CQL,pendulum,150,-1026.92
CQL,pendulum,160,-1013.43
CQL,pendulum,170,-1110.59
CQL,pendulum,180,-1110.09
CQL,pendulum,190,-983.82
CQL,pendulum,200,-1120.49
CQL,pendulum,210,-991.82
CQL,pendulum,220,-1043.56
CQL,pendulum,230,-967.03
CQL,pendulum,240,-1114.2
CQL,pendulum,250,-1046.44
CQL,pendulum,260,-1162.53
CQL,pendulum,270,-977.3
CQL,pendulum,280,-999.68
CQL,pendulum,290,-1103.71
CQL,pendulum,300,-1221.5
CQL,pendulum,310,-1076.53
CQL,pendulum,320,-1178.34
CQL,pendulum,330,-1228.45
CQL,pendulum,340,-1066.42
CQL,pendulum,350,-1129.4
CQL,pendulum,360,-909.49
CQL,pendulum,370,-1185.39
CQL,pendulum,380,-1093.05
CQL,pendulum,390,-1140.22
CQL,pendulum,400,-1056.31
CQL,pendulum,410,-1291.65
CQL,pendulum,420,-1362.39
CQL,pendulum,430,-1108.14
CQL,pendulum,440,-1158.76
CQL,pendulum,450,-1218.86
CQL,pendulum,460,-1085.34
CQL,pendulum,470,-1187.59
CQL,pendulum,480,-1178.61
CQL,pendulum,490,-1151.23
CQL,pendulum,500,-1247.88
CQL,pendulum,510,-1075.82
CQL,pendulum,520,-1273.43
CQL,pendulum,530,-1073.55
CQL,pendulum,540,-1159.52
CQL,pendulum,550,-1064.13
CQL,pendulum,560,-1110.4
CQL,pendulum,570,-1165.65
CQL,pendulum,580,-1304.94
CQL,pendulum,590,-1070.87
CQL,pendulum,600,-1202.56
CQL,pendulum,610,-1128.89
CQL,pendulum,620,-1215.76
CQL,pendulum,630,-1042.0
CQL,pendulum,640,-1270.8
CQL,pendulum,650,-1138.17
CQL,pendulum,660,-1230.97
CQL,pendulum,670,-1303.29
CQL,pendulum,680,-1051.65
CQL,pendulum,690,-1316.16
CQL,pendulum,700,-1130.85
CQL,pendulum,710,-1038.95
CQL,pendulum,720,-1165.93
CQL,pendulum,730,-1170.69
CQL,pendulum,740,-1086.37
CQL,pendulum,750,-1288.39
CQL,pendulum,760,-1292.39
CQL,pendulum,770,-1168.11
CQL,pendulum,780,-1283.75
CQL,pendulum,790,-1206.58
CQL,pendulum,800,-1146.5
CQL,pendulum,810,-1182.74
CQL,pendulum,820,-1244.81
CQL,pendulum,830,-1260.82
CQL,pendulum,840,-1230.07
CQL,pendulum,850,-1333.37
CQL,pendulum,860,-1219.6
CQL,pendulum,870,-1079.94
CQL,pendulum,880,-1247.22
CQL,pendulum,890,-1045.63
CQL,pendulum,900,-1407.85
CQL,pendulum,910,-1140.1
CQL,pendulum,920,-1023.62
CQL,pendulum,930,-1352.5
CQL,pendulum,940,-1159.73
CQL,pendulum,950,-1196.09
CQL,pendulum,960,-1246.76
CQL,pendulum,970,-1031.57
CQL,pendulum,980,-1196.45
CQL,pendulum,990,-1166.42
CQL,pendulum,1000,-1140.21
