epoch,loss,return_mean,return_std,latency_mean_ms,returns,time_s
32,0.25523415207862854,11.0,1.1832159566199232,9.044629090765904,"[11.0, 10.0, 13.0, 10.0, 11.0, 12.0, 10.0, 13.0, 10.0, 10.0]",1764.1529488563538
33,0.2518860399723053,10.9,0.7000000000000001,8.017326605296908,"[11.0, 11.0, 12.0, 10.0, 10.0, 11.0, 12.0, 11.0, 11.0, 10.0]",1812.7209191322327
34,0.25183698534965515,11.3,0.7810249675906655,8.094622124158015,"[11.0, 12.0, 11.0, 10.0, 12.0, 10.0, 12.0, 11.0, 12.0, 12.0]",1862.0790185928345
35,0.2527047395706177,11.9,0.9433981132056604,8.737238655677563,"[12.0, 12.0, 11.0, 10.0, 12.0, 13.0, 12.0, 11.0, 13.0, 13.0]",1909.3173303604126
36,0.25199562311172485,11.0,0.7745966692414834,8.188859091023915,"[10.0, 10.0, 11.0, 10.0, 11.0, 11.0, 12.0, 11.0, 12.0, 12.0]",1958.4541339874268
37,0.25255313515663147,12.6,0.7999999999999999,8.830936508087373,"[12.0, 13.0, 13.0, 13.0, 11.0, 14.0, 12.0, 13.0, 13.0, 12.0]",2019.0549900531769
38,0.2514946460723877,11.4,0.66332495807108,8.674916666725613,"[10.0, 11.0, 12.0, 11.0, 12.0, 12.0, 12.0, 12.0, 11.0, 11.0]",2076.3220388889313
39,0.25246095657348633,10.8,0.7483314773547883,11.58063888892179,"[10.0, 12.0, 11.0, 11.0, 11.0, 10.0, 11.0, 10.0, 12.0, 10.0]",2139.6013445854187
40,0.2517649531364441,11.1,0.9433981132056604,12.785757657856028,"[11.0, 11.0, 11.0, 11.0, 10.0, 12.0, 13.0, 10.0, 12.0, 10.0]",2206.923223733902
41,0.2516961395740509,11.1,1.044030650891055,8.309182882913849,"[10.0, 10.0, 10.0, 11.0, 10.0, 12.0, 12.0, 11.0, 13.0, 12.0]",2270.3276374340057
42,0.2514972388744354,11.4,0.8,9.322048245641719,"[12.0, 12.0, 12.0, 10.0, 11.0, 11.0, 12.0, 10.0, 12.0, 12.0]",2328.2088873386383
43,0.2528226375579834,11.5,0.6708203932499369,19.389373043447016,"[12.0, 12.0, 10.0, 11.0, 12.0, 11.0, 11.0, 12.0, 12.0, 12.0]",2427.8582532405853
44,0.25242242217063904,13.7,1.6155494421403513,9.186324087411537,"[12.0, 16.0, 13.0, 12.0, 15.0, 12.0, 15.0, 16.0, 14.0, 12.0]",2506.3255388736725
45,0.2513299584388733,11.4,0.66332495807108,15.0430026314688,"[11.0, 12.0, 12.0, 11.0, 12.0, 11.0, 12.0, 10.0, 11.0, 12.0]",2578.3569741249084
46,0.25176873803138733,11.3,0.7810249675906655,26.591296460151373,"[11.0, 12.0, 11.0, 12.0, 10.0, 10.0, 12.0, 11.0, 12.0, 12.0]",2676.7367565631866
47,0.25324857234954834,11.2,0.8717797887081348,19.410396428676385,"[10.0, 12.0, 12.0, 12.0, 10.0, 11.0, 10.0, 12.0, 12.0, 11.0]",2792.854826450348
48,0.2517612874507904,11.3,0.9,15.91536548672207,"[12.0, 12.0, 11.0, 11.0, 13.0, 10.0, 11.0, 10.0, 11.0, 12.0]",2915.9602472782135
49,0.2509227693080902,11.6,0.8,9.64616293085469,"[11.0, 10.0, 11.0, 11.0, 12.0, 12.0, 13.0, 12.0, 12.0, 12.0]",2994.964865207672
